index,age,gender,country,education,role,field,cat_experience,cat_salary,languages
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,,Python
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, R
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, SQL
22545,45-49,Man,France,Master’s degree,Data Analyst,,Junior,, Java
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Python
22550,30-34,Man,Indonesia,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K, SQL
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Python
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, SQL
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, C
22551,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Javascript
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K,Python
22554,25-29,Man,United States of America,Master’s degree,Business Analyst,Energy/Mining,Junior,50K - 100K, R
22575,22-24,Nonbinary,United States of America,Bachelor’s degree,Business Analyst,Other,Junior,, R
22578,35-39,Man,India,Master’s degree,Business Analyst,Academics/Education,Senior+,< 25K,Python
22578,35-39,Man,India,Master’s degree,Business Analyst,Academics/Education,Senior+,< 25K, R
22578,35-39,Man,India,Master’s degree,Business Analyst,Academics/Education,Senior+,< 25K, C
22593,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
22595,22-24,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
22595,22-24,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
22595,22-24,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Java
22612,25-29,Man,Greece,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 25K,Python
22612,25-29,Man,Greece,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 25K, SQL
22622,30-34,Man,China,Doctoral degree,Data Analyst,Academics/Education,Mid,25K - 50K, R
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K,Python
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K, R
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K, SQL
22632,22-24,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,< 25K, C
22635,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,,Mid,,Python
22635,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,,Mid,, SQL
22637,25-29,Man,Japan,No formal education past high school,Data Analyst,Academics/Education,Junior,< 25K,Python
22637,25-29,Man,Japan,No formal education past high school,Data Analyst,Academics/Education,Junior,< 25K, SQL
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K,Python
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, R
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, SQL
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, C
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, C++
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Java
22642,50-54,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Javascript
22643,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,100K - 200K,Python
22643,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,100K - 200K, SQL
22643,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,100K - 200K, Javascript
22648,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,25K - 50K, Javascript
22649,18-21,Man,Other,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, C++
22650,45-49,Man,Japan,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Python
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K,Python
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K, R
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K, SQL
22651,45-49,Man,Brazil,Master’s degree,Data Analyst,Energy/Mining,Senior+,25K - 50K, C
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
22661,22-24,Man,Pakistan,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Javascript
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K,Python
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, C++
22675,25-29,Man,Japan,Master’s degree,Data Analyst,Energy/Mining,Mid,50K - 100K, MATLAB
22686,22-24,Woman,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Python
22686,22-24,Woman,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, SQL
22687,50-54,Man,Nigeria,Master’s degree,Business Analyst,Government/Public Service,Mid,< 25K, SQL
22711,30-34,Man,Australia,Master’s degree,Data Analyst,Marketing/CRM,Mid,,Python
22711,30-34,Man,Australia,Master’s degree,Data Analyst,Marketing/CRM,Mid,, R
22737,30-34,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
22738,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,,Mid,,Python
22748,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Python
22748,30-34,Man,Brazil,Bachelor’s degree,Business Analyst,Other,Junior,< 25K, SQL
22770,25-29,Man,Peru,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Other
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K,Python
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K, SQL
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K, C
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K, C++
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K, Java
22786,60-69,Man,Morocco,Doctoral degree,Business Analyst,Other,Senior,< 25K, Javascript
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Python
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, R
22790,22-24,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, SQL
22807,18-21,Prefer not to say,India,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Python
22807,18-21,Prefer not to say,India,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, SQL
22808,45-49,Woman,India,Doctoral degree,Data Analyst,,Senior+,,Python
22808,45-49,Woman,India,Doctoral degree,Data Analyst,,Senior+,, R
22808,45-49,Woman,India,Doctoral degree,Data Analyst,,Senior+,, SQL
22808,45-49,Woman,India,Doctoral degree,Data Analyst,,Senior+,, C
22823,25-29,Man,China,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
22827,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,25K - 50K,
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, C++
22848,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Javascript
22849,35-39,Man,Germany,Doctoral degree,Data Analyst,Other,Junior,< 25K, R
22852,30-34,Man,United States of America,I prefer not to answer,Business Analyst,Retail/Sales,Sin experiencia,25K - 50K,
22857,25-29,Man,Mexico,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, Java
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
22860,25-29,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,,Python
22861,22-24,Woman,Russia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, C
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
22871,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
22878,40-44,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,25K - 50K, None
22879,30-34,Man,Turkey,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
22892,25-29,Woman,South Korea,I prefer not to answer,Data Analyst,Other,Junior,< 25K,Python
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,,Python
22894,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,,Junior,, SQL
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
22903,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
22907,22-24,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Python
22907,22-24,Man,India,Bachelor’s degree,Data Analyst,,Junior,, SQL
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Python
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, C++
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Java
22919,60-69,Man,United States of America,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Javascript
22921,30-34,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Python
22923,25-29,Man,Italy,Master’s degree,Data Analyst,Marketing/CRM,Mid,25K - 50K, Other
22927,50-54,Man,Pakistan,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,< 25K, R
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Python
22931,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, SQL
22944,40-44,Man,Brazil,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
22946,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
22948,18-21,Man,Ukraine,I prefer not to answer,Data Analyst,Computers/Technology,Junior,,Python
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Python
22951,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, SQL
22953,22-24,Man,India,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Senior,< 25K,Python
22953,22-24,Man,India,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Senior,< 25K, SQL
22960,25-29,Woman,United States of America,Doctoral degree,Data Analyst,Insurance/Risk Assessment,Senior,100K - 200K,Python
22960,25-29,Woman,United States of America,Doctoral degree,Data Analyst,Insurance/Risk Assessment,Senior,100K - 200K, R
22977,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,
22983,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, SQL
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Python
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, R
22988,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, SQL
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Python
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, R
22993,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, SQL
22996,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Python
22997,25-29,Woman,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
22997,25-29,Woman,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
23009,35-39,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Python
23009,35-39,Man,France,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K, R
23016,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K,Python
23016,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K, SQL
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
23018,18-21,Woman,China,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, MATLAB
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,,Python
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,, SQL
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,, C
23026,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,, C++
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, SQL
23027,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, C
23042,50-54,Man,Japan,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Other
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
23043,25-29,Woman,Spain,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Javascript
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, SQL
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Java
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Javascript
23045,40-44,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Bash
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Python
23074,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, R
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K,Python
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, R
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, C
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, C++
23078,50-54,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, MATLAB
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,,Python
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,, SQL
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,, Java
23089,25-29,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,, Javascript
23092,25-29,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,
23095,25-29,Man,Russia,Bachelor’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, SQL
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K,Python
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K, SQL
23096,22-24,Woman,Ukraine,Master’s degree,Data Analyst,Broadcasting/Communications,Mid,< 25K, Bash
23110,35-39,Woman,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,100K - 200K, SQL
23114,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K,Python
23114,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K, SQL
23114,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,50K - 100K, Other
23118,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K,Python
23118,25-29,Man,China,Master’s degree,Data Analyst,Computers/Technology,Mid,25K - 50K, SQL
