index,age,gender,country,education,role,field,cat_experience,cat_salary,notebooks_unido
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
23899,35-39,Man,Brazil,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Datalab
23900,35-39,Man,Uganda,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
23906,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,< 25K, Kaggle Notebooks
23909,35-39,Man,Nigeria,Doctoral degree,Business Analyst,Academics/Education,Senior,< 25K,Colab Notebooks
23921,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Colab Notebooks
23931,50-54,Man,Spain,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 25K, Kaggle Notebooks
23942,30-34,Man,Sweden,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Mid,50K - 100K, Kaggle Notebooks
23954,45-49,Man,France,Master’s degree,Business Analyst,Academics/Education,Senior+,50K - 100K,Google Cloud Datalab
23959,30-34,Woman,Russia,I prefer not to answer,Data Analyst,Other,Junior,< 25K,Colab Notebooks
23960,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,, Kaggle Notebooks
23968,35-39,Man,Kazakhstan,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Datalab
24010,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Colab Notebooks
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
24011,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Binder / JupyterHub 
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Colab Notebooks
24014,40-44,Man,Other,Professional doctorate,Data Analyst,Online Service/Internet-based Services,Senior,50K - 100K,Google Cloud Notebooks (AI Platform / Vertex AI) 
24056,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Colab Notebooks
24069,35-39,Man,Taiwan,Bachelor’s degree,Business Analyst,,Junior,, Kaggle Notebooks
24072,25-29,Woman,Kenya,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
24079,18-21,Man,India,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,,Colab Notebooks
24079,18-21,Man,India,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,,Google Cloud Datalab
24085,35-39,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Senior+,< 25K, Kaggle Notebooks
24095,45-49,Man,Viet Nam,Doctoral degree,Business Analyst,Non-profit/Service,Junior,< 25K, Kaggle Notebooks
24108,30-34,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, Kaggle Notebooks
24136,30-34,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
24151,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,,Colab Notebooks
24152,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,, Kaggle Notebooks
24152,22-24,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,, Binder / JupyterHub 
24154,40-44,Man,Romania,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,> 200K,Colab Notebooks
24155,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
24162,25-29,Man,Japan,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,25K - 50K,Colab Notebooks
24172,25-29,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, Observable Notebooks 
24183,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
24209,22-24,Man,India,Professional doctorate,Data Analyst,,Mid,, Kaggle Notebooks
24242,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Azure Notebooks
24258,22-24,Man,China,Master’s degree,Data Analyst,,Junior,, Kaggle Notebooks
24258,22-24,Man,China,Master’s degree,Data Analyst,,Junior,, IBM Watson Studio 
24258,22-24,Man,China,Master’s degree,Data Analyst,,Junior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
24262,22-24,Man,Turkey,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
24276,35-39,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K, Kaggle Notebooks
24276,35-39,Man,United States of America,Doctoral degree,Data Analyst,Manufacturing/Fabrication,Senior,100K - 200K, Binder / JupyterHub 
24285,22-24,Man,Thailand,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
24306,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K,Other
24330,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Google Cloud Datalab
24332,18-21,Man,Brazil,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
24340,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
24340,22-24,Man,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
24377,25-29,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
24438,30-34,Man,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Colab Notebooks
24487,35-39,Man,Singapore,Master’s degree,Business Analyst,,Senior+,, Kaggle Notebooks
24487,35-39,Man,Singapore,Master’s degree,Business Analyst,,Senior+,, Binder / JupyterHub 
24495,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,, Binder / JupyterHub 
24495,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Datalab
24504,18-21,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
24514,22-24,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
24514,22-24,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K, Kaggle Notebooks
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K,Colab Notebooks
24521,55-59,Man,Mexico,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior,< 25K, Amazon EMR Notebooks 
24524,30-34,Man,Russia,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
24529,30-34,Man,Indonesia,I prefer not to answer,Data Analyst,,Junior,, Kaggle Notebooks
24529,30-34,Man,Indonesia,I prefer not to answer,Data Analyst,,Junior,,Colab Notebooks
24529,30-34,Man,Indonesia,I prefer not to answer,Data Analyst,,Junior,, Paperspace / Gradient 
24529,30-34,Man,Indonesia,I prefer not to answer,Data Analyst,,Junior,,Google Cloud Datalab
24552,50-54,Man,Portugal,Professional doctorate,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K, Kaggle Notebooks
24585,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Google Cloud Datalab
24587,40-44,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K, Kaggle Notebooks
24587,40-44,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K,Colab Notebooks
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, Kaggle Notebooks
24589,35-39,Man,South Korea,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Colab Notebooks
24598,18-21,Man,India,Master’s degree,Data Analyst,Other,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K, Kaggle Notebooks
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Colab Notebooks
24624,40-44,Man,Singapore,Doctoral degree,Data Analyst,Computers/Technology,Mid,100K - 200K,Google Cloud Datalab
24628,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Datalab
24638,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Binder / JupyterHub 
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K, Kaggle Notebooks
24654,45-49,Man,Singapore,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,100K - 200K,Colab Notebooks
24659,30-34,Man,Ukraine,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Other
24671,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Amazon Sagemaker Studio Notebooks 
24689,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Kaggle Notebooks
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Colab Notebooks
24691,60-69,Prefer not to say,United States of America,I prefer not to answer,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Other
24703,22-24,Man,Kenya,Master’s degree,Business Analyst,Accounting/Finance,Mid,< 25K, Kaggle Notebooks
24721,25-29,Man,Egypt,No formal education past high school,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
24721,25-29,Man,Egypt,No formal education past high school,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle Notebooks
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Colab Notebooks
24724,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Amazon Sagemaker Studio Notebooks 
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Azure Notebooks
24735,35-39,Man,Other,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
24740,25-29,Man,Russia,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
24741,35-39,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Azure Notebooks
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K, IBM Watson Studio 
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Google Cloud Notebooks (AI Platform / Vertex AI) 
24754,25-29,Man,United States of America,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Databricks Collaborative Notebooks 
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Kaggle Notebooks
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Colab Notebooks
24758,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, Databricks Collaborative Notebooks 
24769,25-29,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Azure Notebooks
24769,25-29,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K, Kaggle Notebooks
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,Colab Notebooks
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,Azure Notebooks
24789,55-59,Man,Russia,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
24796,22-24,Man,Russia,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
24796,22-24,Man,Russia,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Google Cloud Datalab
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Kaggle Notebooks
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Colab Notebooks
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Azure Notebooks
24823,40-44,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, IBM Watson Studio 
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
24829,30-34,Woman,India,Master’s degree,Business Analyst,Retail/Sales,Junior,< 25K, IBM Watson Studio 
24838,30-34,Woman,United States of America,Master’s degree,Data Analyst,,Junior,, Amazon Sagemaker Studio Notebooks 
24840,18-21,Man,Mexico,Master’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Colab Notebooks
24848,35-39,Man,India,Doctoral degree,Business Analyst,,Junior,, Binder / JupyterHub 
24848,35-39,Man,India,Doctoral degree,Business Analyst,,Junior,,Google Cloud Datalab
24873,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Other
24875,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
24882,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
24882,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
24882,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Databricks Collaborative Notebooks 
24905,30-34,Woman,Mexico,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,,Google Cloud Datalab
24952,25-29,Woman,Russia,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Colab Notebooks
24964,50-54,Man,Norway,Master’s degree,Data Analyst,Other,Senior+,100K - 200K, Kaggle Notebooks
24964,50-54,Man,Norway,Master’s degree,Data Analyst,Other,Senior+,100K - 200K,Azure Notebooks
24964,50-54,Man,Norway,Master’s degree,Data Analyst,Other,Senior+,100K - 200K, Binder / JupyterHub 
24986,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,, Kaggle Notebooks
25007,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
25007,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
25022,35-39,Man,Japan,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Colab Notebooks
25022,35-39,Man,Japan,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Google Cloud Notebooks (AI Platform / Vertex AI) 
25024,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
25024,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Datalab
25026,25-29,Man,France,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Kaggle Notebooks
25039,45-49,Man,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Kaggle Notebooks
25039,45-49,Man,Nigeria,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Google Cloud Datalab
25063,18-21,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
25063,18-21,Man,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
25074,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K, Kaggle Notebooks
25074,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K,Colab Notebooks
25074,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Junior,< 25K, IBM Watson Studio 
25075,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
25075,30-34,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
25084,35-39,Woman,France,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Colab Notebooks
25099,18-21,Woman,India,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Datalab
25107,30-34,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K,Colab Notebooks
25108,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
25108,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Binder / JupyterHub 
25119,55-59,Man,United States of America,Master’s degree,Business Analyst,Computers/Technology,Senior,50K - 100K, Kaggle Notebooks
25119,55-59,Man,United States of America,Master’s degree,Business Analyst,Computers/Technology,Senior,50K - 100K,Colab Notebooks
25128,30-34,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, Kaggle Notebooks
25128,30-34,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K,Colab Notebooks
